"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"chatham university",36510,36510,"private",1002,"moderately difficult",0.53,"1926","pittsburgh","PA",NA,NA,NA,NA,NA,NA,NA
"wilkes university",34896,34896,"private",2561,"moderately difficult",0.76,"4245","wilkes barre","PA",NA,NA,NA,NA,NA,NA,NA
"chestnut hill college",35180,35180,"private",1369,"moderately difficult",0.94,"1242","philadelphia","PA",NA,NA,NA,NA,NA,NA,NA
"william paterson university",12804,20842,"public",9103,"moderately difficult",0.76,"10787","wayne","NJ",NA,NA,NA,NA,NA,NA,NA
"cheyney university of pennsylvania",9060,13930,"public",997,"minimally difficult",0.85,"1127","cheyney","PA",NA,NA,NA,NA,NA,NA,NA
"clarion university of pennsylvania",10890,14636,"public",4330,NA,NA,NA,"clarion","PA",NA,NA,NA,NA,NA,NA,NA
"williams college",53550,53550,"private",2076,"most difficult",0.18,"6985","williamstown","MA","Northeastern",51700,102000,NA,76400,143000,NA
"wilson college",24452,24452,"private",571,"moderately difficult",0.53,"450","chambersburg","PA",NA,NA,NA,NA,NA,NA,NA
"clark university",44400,44400,"private",2289,"moderately difficult",0.55,"7914","worcester","MA",NA,NA,NA,NA,NA,NA,NA
"clarkson university",47950,47950,"private",3268,"very difficult",0.68,"7066","potsdam","NY",NA,NA,NA,NA,NA,NA,NA
"colby college",53120,53120,"private",1857,"most difficult",0.23,"7593","waterville","ME","Northeastern",46400,85800,NA,63500,129000,NA
"worcester polytechnic institute",48628,48628,"private",4432,"very difficult",0.48,"10468","worcester","MA","Northeastern",61000,114000,80000,91200,137000,180000
"colgate university",53980,53980,"private",2853,"most difficult",0.27,"8724","hamilton","NY","Northeastern",52800,108000,60000,76700,167000,265000
"molloy college",30290,30290,"private",3598,"moderately difficult",0.77,"4030","rockville centre","NY",NA,NA,NA,NA,NA,NA,NA
"monmouth university",36733,36733,"private",4707,"moderately difficult",0.77,"9097","west long branch","NJ",NA,NA,NA,NA,NA,NA,NA
"cooper union",45100,45100,"private",876,NA,NA,NA,"new york","NY","Northeastern",62200,114000,NA,80200,142000,NA
"worcester state university",9532,15612,"public",5381,"moderately difficult",0.71,"3876","worcester","MA",NA,NA,NA,NA,NA,NA,NA
"drew university",49168,49168,"private",1521,"moderately difficult",0.57,"3494","madison","NJ",NA,NA,NA,NA,NA,NA,NA
"montclair state university",12455,20567,"public",16810,"moderately difficult",0.7,"11990","montclair","NJ",NA,NA,NA,NA,NA,NA,NA
"moore college of art & design",40018,40018,"private",406,"moderately difficult",0.56,"557","philadelphia","PA",NA,NA,NA,NA,NA,NA,NA
"yale university",51400,51400,"private",5532,"most difficult",0.07,"30236","new haven","CT","Northeastern",59100,126000,58000,80600,198000,326000
"yeshiva university",42000,42000,"private",2744,"moderately difficult",0.8,"1558","new york","NY",NA,NA,NA,NA,NA,NA,NA
"gannon university",30932,30932,"private",3098,"moderately difficult",0.78,"4710","erie","PA",NA,NA,NA,NA,NA,NA,NA
"york college of pennsylvania",19430,19430,"private",4537,"moderately difficult",0.43,"13235","york","PA",NA,NA,NA,NA,NA,NA,NA
"colby-sawyer college",40386,40386,"private",1090,"moderately difficult",0.87,"1989","new london","NH",NA,NA,NA,NA,NA,NA,NA
"fitchburg state university",10173,16253,"public",4162,"moderately difficult",0.75,"3566","fitchburg","MA","Northeastern",42400,72600,43300,56100,99600,151000
"green mountain college",37002,37002,"private",515,"moderately difficult",0.79,"881","poultney","VT",NA,NA,NA,NA,NA,NA,NA
"lim college",26350,26350,"private for profit",1499,NA,NA,NA,"new york","NY",NA,NA,NA,NA,NA,NA,NA
"moravian college",42024,42024,"private",2006,"moderately difficult",0.8,"2512","bethlehem","PA","Northeastern",42500,74400,NA,56700,94900,NA
"mount holyoke college",47940,47940,"private",2202,"very difficult",0.52,"3543","south hadley","MA","Northeastern",42400,94200,NA,57100,131000,NA
"johnson & wales university",31158,31158,"private",8718,"moderately difficult",0.82,"11971","providence","RI",NA,NA,NA,NA,NA,NA,NA
"johnson & wales university",31158,31158,"private",1356,"moderately difficult",0.81,"2319","denver","CO",NA,NA,NA,NA,NA,NA,NA
"johnson & wales university",31158,31158,"private",1752,"moderately difficult",0.76,"4049","north miami","FL",NA,NA,NA,NA,NA,NA,NA
"mount st. mary college",29920,29920,"private",2128,"moderately difficult",0.9,"3747","newburgh","NY",NA,NA,NA,NA,NA,NA,NA
"california state university long beach",6794,18674,"public",32246,"moderately difficult",0.32,"60732","long beach","CA","California",45100,84700,47400,62500,113000,154000
"college of mount st. vincent",36640,36640,"private",1702,"moderately difficult",0.93,"2667","riverdale","NY",NA,NA,NA,NA,NA,NA,NA
"ohio state universitiy lima",7553,26657,"public",999,"noncompetitive",0.99,"1078","lima","OH",NA,NA,NA,NA,NA,NA,NA
"ohio state university mansfield",7553,26657,"public",1189,"noncompetitive",0.99,"1607","mansfield","OH",NA,NA,NA,NA,NA,NA,NA
"ohio state universitity marion",7553,26657,"public",1083,"noncompetitive",0.99,"873","marion","OH",NA,NA,NA,NA,NA,NA,NA
"ohio state university newark",7553,26657,"public",2448,"noncompetitive",0.99,"2831","newark","OH",NA,NA,NA,NA,NA,NA,NA
"clarkson college",16305,16305,"private",658,"moderately difficult",0.55,"87","omaha","NE",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico rio piedras",2078,2078,"public",15356,"very difficult",0.36,"8290","san juan","PR",NA,NA,NA,NA,NA,NA,NA
"paul quinn college",8275,8275,"private",243,"moderately difficult",0.99,"632","dallas","TX",NA,NA,NA,NA,NA,NA,NA
"wiley college",12306,12306,"private",925,"minimally difficult",0.4,"976","marshall","TX",NA,NA,NA,NA,NA,NA,NA
"ursuline college",31210,31210,"private",706,"minimally difficult",0.66,"374","pepper pike","OH",NA,NA,NA,NA,NA,NA,NA
"university of maine augusta",7808,17498,"public",4683,"noncompetitive",0.98,"1025","augusta","ME",NA,NA,NA,NA,NA,NA,NA
"university of texas dallas",12528,34644,"public",17350,"very difficult",0.68,"12686","richardson","TX",NA,NA,NA,NA,NA,NA,NA
"williams baptist college",17320,17320,"private",469,"minimally difficult",0.6,"665","walnut ridge","AR",NA,NA,NA,NA,NA,NA,NA
"american university of puerto rico",6824,6824,"private",2324,"noncompetitive",0.83,"325","bayamon","PR",NA,NA,NA,NA,NA,NA,NA
"inter american university of puerto rico san german campus",6180,6180,"private",4031,"moderately difficult",0.69,"1453","san germ<e1>n","PR",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico humacao",1794,1794,"public",3774,"moderately difficult",0.4,"1913","humacao","PR",NA,NA,NA,NA,NA,NA,NA
"polytechnic university of puerto rico",8328,8328,"private",3493,"minimally difficult",0.85,"611","hato rey","PR",NA,NA,NA,NA,NA,NA,NA
"lindsey wilson college",24246,24246,"private",2143,"minimally difficult",0.72,"2887","columbia","KY",NA,NA,NA,NA,NA,NA,NA
"mount olive college",19700,19700,"private",3855,"minimally difficult",0.5,"1838","mount olive","NC",NA,NA,NA,NA,NA,NA,NA
"schreiner university",26750,26750,"private",1237,"moderately difficult",0.91,"998","kerrville","TX",NA,NA,NA,NA,NA,NA,NA
"heritage university",18084,18084,"private",861,NA,NA,NA,"toppenish","WA",NA,NA,NA,NA,NA,NA,NA
"bayamon central university",5775,5775,"private",1722,NA,0.45,"517","bayam<f3>n","PR",NA,NA,NA,NA,NA,NA,NA
"college of st. joseph",24000,24000,"private",237,"minimally difficult",0.69,"146","rutland","VT",NA,NA,NA,NA,NA,NA,NA
"christendom college",25580,25580,"private",477,"moderately difficult",0.87,"323","front royal","VA",NA,NA,NA,NA,NA,NA,NA
"university of phoenix",NA,NA,"private for profit",3718,"noncompetitive",NA,NA,"tempe","AZ",NA,NA,NA,NA,NA,NA,NA
"pacific oaks college",24240,24240,"private",257,NA,0.77,"339","pasadena","CA",NA,NA,NA,NA,NA,NA,NA
"east-west university",20970,20970,"private",755,"minimally difficult",0.89,"1008","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"farmingdale state college",8076,17726,"public",9235,"moderately difficult",0.58,"6169","farmingdale","NY","Northeastern",47300,84200,50200,59800,110000,162000
"mount ida college",35720,35720,"private",1320,"moderately difficult",0.63,"2319","newton","MA",NA,NA,NA,NA,NA,NA,NA
"warner pacific college",24500,24500,"private",552,"moderately difficult",0.63,"476","portland","OR",NA,NA,NA,NA,NA,NA,NA
"cazenovia college",33656,33656,"private",1042,"minimally difficult",0.9,"1730","cazenovia","NY",NA,NA,NA,NA,NA,NA,NA
"university of akron",10270,18801,"public",17416,"moderately difficult",0.96,"13911","akron","OH","Midwestern",41100,70300,40600,53300,95200,127000
"albion college",43050,43050,"private",1418,"moderately difficult",0.72,"3338","albion","MI",NA,NA,NA,NA,NA,NA,NA
"baptist bible college",13850,13850,"private",544,"noncompetitive",0.76,"264","springfield","MO",NA,NA,NA,NA,NA,NA,NA
"beloit college",48706,48706,"private",1394,NA,NA,NA,"beloit","WI",NA,NA,NA,NA,NA,NA,NA
"bemidji state university",8678,8678,"public",4795,"moderately difficult",0.64,"4137","bemidji","MN",NA,NA,NA,NA,NA,NA,NA
"bethel college",27930,27930,"private",1388,"minimally difficult",0.98,"1168","mishawaka","IN",NA,NA,NA,NA,NA,NA,NA
"bethel college",27930,27930,"private",460,"moderately difficult",0.56,"770","north newton","KS",NA,NA,NA,NA,NA,NA,NA
"bethel university",36210,36210,"private",2965,"moderately difficult",0.82,"1798","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"bethel university",36210,36210,"private",4239,"minimally difficult",0.62,"1573","mckenzie","TN",NA,NA,NA,NA,NA,NA,NA
"blackburn college",21992,21992,"private",596,"moderately difficult",0.52,"1001","carlinville","IL",NA,NA,NA,NA,NA,NA,NA
"bluffton university",31672,31672,"private",865,"moderately difficult",0.5,"1480","bluffton","OH",NA,NA,NA,NA,NA,NA,NA
"bowling green state university",11057,18593,"public",14852,"moderately difficult",0.74,"14891","bowling green","OH","Midwestern",39800,72100,38200,51800,101000,146000
"bradley university",32930,32930,"private",4473,"moderately difficult",0.7,"9786","peoria","IL","Midwestern",47000,87300,45900,64900,113000,151000
"briar cliff university",29786,29786,"private",1117,"moderately difficult",0.51,"1741","sioux city","IA",NA,NA,NA,NA,NA,NA,NA
"buena vista university",32854,32854,"private",795,"moderately difficult",0.64,"1256","storm lake","IA",NA,NA,NA,NA,NA,NA,NA
"butler university",40175,40175,"private",4290,"moderately difficult",0.73,"12937","indianapolis","IN",NA,NA,NA,NA,NA,NA,NA
"calumet college of st. joseph",18620,18620,"private",784,"noncompetitive",0.3,"628","whiting","IN",NA,NA,NA,NA,NA,NA,NA
"calvin college",33100,33100,"private",3807,"moderately difficult",0.75,"3981","grand rapids","MI",NA,NA,NA,NA,NA,NA,NA
"capital university",34600,34600,"private",2718,"moderately difficult",0.69,"4287","columbus","OH",NA,NA,NA,NA,NA,NA,NA
"cardinal stritch university",28844,28844,"private",1534,"moderately difficult",0.82,"774","milwaukee","WI",NA,NA,NA,NA,NA,NA,NA
"carleton college",52782,52782,"private",2105,"very difficult",0.23,"6485","northfield","MN","Midwestern",47500,103000,NA,69400,141000,NA
"carroll university",31144,31144,"private",3139,"moderately difficult",0.79,"2512","waukesha","WI",NA,NA,NA,NA,NA,NA,NA
"carthage college",41950,41950,"private",2828,"moderately difficult",0.7,"6640","kenosha","WI",NA,NA,NA,NA,NA,NA,NA
"cedarville university",29156,29156,"private",3380,"moderately difficult",0.69,"4092","cedarville","OH",NA,NA,NA,NA,NA,NA,NA
"central college",35930,35930,"private",1274,"moderately difficult",0.64,"3071","pella","IA",NA,NA,NA,NA,NA,NA,NA
"central methodist university",23770,23770,"private",1094,"moderately difficult",0.61,"1365","fayette","MO",NA,NA,NA,NA,NA,NA,NA
"central michigan university",12510,23670,"public",19923,"moderately difficult",0.72,"18875","mount pleasant","MI",NA,NA,NA,NA,NA,NA,NA
"university of central missouri",7520,14150,"public",9786,"moderately difficult",0.98,"3941","warrensburg","MO",NA,NA,NA,NA,NA,NA,NA
"central state university",6246,8096,"public",1729,"minimally difficult",0.42,"7669","wilberforce","OH",NA,NA,NA,NA,NA,NA,NA
"chicago state university",12086,20786,"public",3912,"minimally difficult",0.3,"5517","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"university of chicago",54825,54825,"private",5941,"most difficult",0.08,"31484","chicago","IL","Midwestern",53400,113000,62200,83300,174000,255000
"cincinnati christian university",17240,17240,"private",620,"minimally difficult",0.59,"241","cincinnati","OH",NA,NA,NA,NA,NA,NA,NA
"university of cincinnati",11000,26334,"public",25860,"moderately difficult",0.76,"19370","cincinnati","OH",NA,NA,NA,NA,NA,NA,NA
"clarke university",31950,31950,"private",801,"moderately difficult",0.65,"1172","dubuque","IA",NA,NA,NA,NA,NA,NA,NA
"cleary university",19500,19500,"private",618,"moderately difficult",0.48,"81","howell","MI",NA,NA,NA,NA,NA,NA,NA
"cleveland institute of art",40675,40675,"private",625,"moderately difficult",0.61,"864","cleveland","OH",NA,NA,NA,NA,NA,NA,NA
"cleveland institute of music",49106,49106,"private",230,"very difficult",0.44,"437","cleveland","OH",NA,NA,NA,NA,NA,NA,NA
"cleveland state university",9696,13747,"public",12433,"moderately difficult",0.88,"8351","cleveland","OH","Midwestern",43500,73100,39500,51600,97000,137000
"coe college",42430,42430,"private",1409,"moderately difficult",0.5,"6725","cedar rapids","IA",NA,NA,NA,NA,NA,NA,NA
"columbia college chicago",26370,26370,"private",7809,"moderately difficult",0.88,"8325","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"columbia college",21936,21936,"private",936,"minimally difficult",0.51,"1580","columbia","MO",NA,NA,NA,NA,NA,NA,NA
"columbia college",21936,21936,"private",1554,"moderately difficult",0.89,"506","columbia","SC",NA,NA,NA,NA,NA,NA,NA
"columbia college",21936,21936,"private for profit",1750,"noncompetitive",0.54,"967","caguas","PR",NA,NA,NA,NA,NA,NA,NA
"columbus college of art & design",33960,33960,"private",1060,"moderately difficult",0.79,"612","columbus","OH",NA,NA,NA,NA,NA,NA,NA
"conception seminary college",21326,21326,"private",NA,"noncompetitive",NA,NA,"conception","MO",NA,NA,NA,NA,NA,NA,NA
"concordia university chicago",31562,31562,"private",1530,"moderately difficult",0.5,"4802","river forest","IL",NA,NA,NA,NA,NA,NA,NA
"concordia university ann arbor",28436,28436,"private",509,"moderately difficult",0.56,"837","ann arbor","MI",NA,NA,NA,NA,NA,NA,NA
"concordia college",38378,38378,"private",2114,"moderately difficult",0.65,"3741","moorhead","MN",NA,NA,NA,NA,NA,NA,NA
"concordia university st. paul",21750,21750,"private",2659,"minimally difficult",0.56,"1704","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"concordia university wisconsin",28600,28600,"private",3830,"moderately difficult",0.74,"2632","mequon","WI",NA,NA,NA,NA,NA,NA,NA
"cornell college",40880,40880,"private",976,"moderately difficult",0.71,"1965","mount vernon","IA",NA,NA,NA,NA,NA,NA,NA
"culver-stockton college",26040,26040,"private",1058,"moderately difficult",0.58,"3305","canton","MO",NA,NA,NA,NA,NA,NA,NA
"university of dayton",41750,41750,"private",8330,"moderately difficult",0.58,"16968","dayton","OH",NA,NA,NA,NA,NA,NA,NA
"defiance college",32250,32250,"private",582,"moderately difficult",0.58,"1100","defiance","OH",NA,NA,NA,NA,NA,NA,NA
"denison university",50440,50440,"private",2277,"very difficult",0.44,"6881","granville","OH","Midwestern",42000,83500,NA,62100,122000,NA
"depaul university",38410,38410,"private",15961,"moderately difficult",0.72,"19628","chicago","IL","Midwestern",46400,84800,50300,63900,115000,160000
"depauw university",47838,47838,"private",2225,"moderately difficult",0.65,"4845","greencastle","IN","Midwestern",41400,88200,49500,57400,133000,185000
"university of detroit mercy",41158,41158,"private",2646,"moderately difficult",0.78,"4542","detroit","MI",NA,NA,NA,NA,NA,NA,NA
"devry university chicago",17512,17512,"private for profit",784,"minimally difficult",NA,NA,"chicago","IL",NA,NA,NA,NA,NA,NA,NA
"devry university columbus",17512,17512,"private for profit",961,"minimally difficult",NA,NA,"columbus","OH",NA,NA,NA,NA,NA,NA,NA
"martin luther college",14680,14680,"private",859,"moderately difficult",0.83,"293","new ulm","MN",NA,NA,NA,NA,NA,NA,NA
"drake university",39062,39062,"private",3267,"moderately difficult",0.69,"4959","des moines","IA",NA,NA,NA,NA,NA,NA,NA
"drury university",27005,27005,"private",1370,"moderately difficult",0.7,"1563","springfield","MO",NA,NA,NA,NA,NA,NA,NA
"university of dubuque",29710,29710,"private",1924,"moderately difficult",0.76,"1662","dubuque","IA",NA,NA,NA,NA,NA,NA,NA
"kettering university",42490,42490,"private",1905,"very difficult",0.72,"2251","flint","MI",NA,NA,NA,NA,NA,NA,NA
"grace college",23930,23930,"private",1934,"moderately difficult",0.78,"4204","winona lake","IN",NA,NA,NA,NA,NA,NA,NA
